player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Nick Kargman,98022,QB,WAGNER,2,2.47,2.44,3.2,,62,338,73.3,30,34,8.7,1.97,1,4,11.8,55.9,19,8,13.6,34,54.8,3,11,,,,,68.5,60.3,74.2,,60.0,,,,,0,2,34,0.0,74.6,0.0,0,0,0,3,2,3,8.8,252,7.4,45.5,22,26,12.5,3.07,1,0,0.0,30.8,8,19,20.0,28,45.2,2,5,,,,,68.3,37.6,0.0,,40.1,,,,,0,2,31,10.5,26.3,7.1,2,0,0,3,1,3,9.7,111,4.3
Dylan Hopkins,83571,QB,UAB,3,2.88,2.63,4.4,4.63,61,321,91.7,24,24,1.6,1.73,0,1,3.7,83.3,20,7,9.1,24,39.3,2,9,,,,,67.9,78.4,73.4,,77.8,,,,,0,0,27,0.0,106.8,0.0,0,0,0,0,0,0,0.0,231,9.6,55.6,27,29,13.0,3.62,0,2,6.5,51.7,15,21,0.0,37,60.7,0,9,,,,,68.9,53.3,74.7,,58.2,,46.2,,,0,0,39,23.8,96.8,13.5,5,3,0,2,2,2,5.1,199,6.9
Shane Illingworth,71512,QB,NEVADA,3,2.44,2.31,3.08,5.6,61,239,76.3,38,39,3.4,1.8,1,0,0.0,64.1,25,5,13.8,40,65.6,4,5,,,,,69.2,49.2,75.0,,49.1,,,,,0,0,43,20.0,70.6,2.5,1,0,0,0,0,2,4.7,141,3.6,69.2,13,15,11.8,3.66,0,0,0.0,53.3,8,9,11.1,21,34.4,1,5,,,,,67.2,54.6,72.5,,56.3,,57.0,,,0,1,21,55.6,44.3,23.8,5,1,0,2,0,1,4.8,92,6.1
Tyler Huff,142567,QB,FURMAN,2,2.43,2.02,2.65,5.49,61,170,88.4,43,43,3.1,1.6,0,0,0.0,83.7,36,6,5.3,44,72.1,2,15,,,,,69.2,72.0,75.1,,71.3,,,,,0,1,44,16.7,114.5,2.3,1,0,0,0,3,2,4.5,354,8.2,62.5,8,9,11.3,4.59,0,1,10.0,55.6,5,11,0.0,17,27.9,0,7,,,,,66.8,75.5,72.0,,67.6,,70.6,,,0,0,18,9.1,91.9,5.9,1,7,0,1,0,0,0.0,94,10.4
Hudson Card,123109,QB,TEXAS,3,2.69,2.43,3.2,4.96,60,311,78.6,28,29,1.8,1.6,0,0,0.0,75.9,22,3,0.0,30,50.0,0,9,,,,,68.5,61.6,74.1,,61.2,,,,,0,0,33,33.3,99.8,3.3,1,0,0,1,1,0,0.0,160,5.5,57.1,21,22,18.8,3.78,0,0,0.0,50.0,11,16,8.3,30,50.0,1,11,,,,,68.4,68.7,74.0,,65.1,,67.4,,,0,0,32,18.8,78.4,10.0,3,5,0,1,0,0,0.0,183,8.3
Kedon Slovis,100580,QB,PITTSBURGH,2,3.19,2.89,3.83,5.78,60,268,90.9,22,23,6.5,1.96,1,0,0.0,82.6,19,8,5.0,24,40.0,1,11,,,,,67.7,65.4,73.1,,65.0,,,,,0,0,25,12.5,133.2,4.2,1,0,0,0,1,1,4.0,328,14.3,56.5,23,26,15.6,4.02,1,1,3.8,46.2,12,15,7.7,36,60.0,1,10,,,,,29.4,52.5,74.4,,53.3,,56.6,,,0,1,36,40.0,65.4,16.7,6,4,0,2,1,2,5.6,175,6.7
Lindsey Scott Jr.,40219,QB,INCAR WORD,2,2.39,2.16,4.8,3.84,60,189,67.6,34,34,8.9,1.61,0,2,5.6,64.7,22,3,4.3,34,56.7,1,14,,,,,68.7,81.5,74.4,,80.6,,,,,0,1,36,0.0,135.4,0.0,0,0,0,0,5,1,2.8,455,13.4,82.4,17,19,17.6,3.41,0,4,20.0,73.7,14,10,0.0,26,43.3,0,14,,,,,68.0,94.3,0.0,,94.7,,70.3,,,0,0,28,20.0,155.2,7.7,2,5,0,2,5,1,3.6,371,19.5
Chandler Fields,97286,QB,LA LAFAYET,3,2.6,2.47,2.93,5.8,60,207,71.9,32,33,4.4,1.76,1,2,6.1,57.6,19,4,17.4,34,56.7,4,7,,,,,68.5,74.3,74.2,,73.7,,,,,0,0,34,25.0,97.3,2.9,1,0,0,0,3,0,0.0,134,4.1,59.1,22,22,17.4,3.7,0,6,24.0,50.0,11,11,15.4,26,43.3,2,10,,,,,68.1,85.9,73.6,,85.1,,62.6,,,0,1,29,18.2,104.7,7.7,2,2,0,0,3,1,3.4,213,9.7
Tyler Buchner,147472,QB,NOTRE DAME,2,2.6,2.34,3.46,4.78,59,258,63.0,27,28,8.3,1.94,1,2,7.1,60.7,17,7,0.0,29,49.2,0,9,,,,,68.1,63.0,73.6,,62.6,,,,,0,2,29,14.3,56.5,3.4,1,0,0,0,0,1,3.4,226,8.1,55.0,20,22,13.9,3.23,1,2,8.0,50.0,11,12,0.0,30,50.8,0,7,,,,,68.5,53.2,74.2,,52.5,,59.6,,,1,0,34,33.3,72.5,13.3,4,4,0,0,0,1,2.9,152,6.9
Zachary Yeager,150544,QB,NC A&T,2,2.79,2.61,2.1,4.8,59,246,65.5,29,29,7.7,1.93,0,0,0.0,55.2,16,5,15.8,30,50.8,3,6,,,,,28.0,55.7,73.9,,55.6,,,,,0,2,31,20.0,39.3,3.3,1,0,0,0,0,2,6.5,139,4.8,39.1,23,24,17.9,3.68,0,1,4.0,33.3,8,11,11.1,29,49.2,1,7,,,,,68.2,55.6,73.7,,48.2,,71.4,,,0,0,30,0.0,68.2,0.0,0,5,0,1,1,1,3.3,141,5.9
Jimmy Weirick,88641,QB,WOFFORD,3,3.01,2.8,4.01,4.95,59,350,71.4,21,21,3.7,2.02,0,0,0.0,71.4,15,6,0.0,22,37.3,0,6,,,,,30.0,56.2,72.8,,56.0,,,,,0,1,23,16.7,67.0,4.5,1,0,0,0,0,1,4.3,127,6.0,69.0,29,29,10.0,3.6,0,2,6.9,51.7,15,20,25.0,37,62.7,5,9,,,,,29.7,66.9,74.5,,69.2,,52.8,,,0,1,37,30.0,57.5,16.2,6,2,0,0,0,3,8.1,186,6.4
Otto Kuhns,138014,QB,NORFOLK,3,2.07,1.78,3.02,3.72,59,244,55.8,43,44,8.8,1.65,1,1,2.2,47.7,21,9,12.5,46,78.0,3,12,,,,,35.5,46.9,75.4,,47.0,,,,,0,3,47,22.2,43.8,4.3,2,0,0,0,1,3,6.4,241,5.5,100.0,2,4,22.0,3.55,0,1,25.0,50.0,2,9,0.0,13,22.0,0,3,,,,,66.0,78.2,71.0,,74.6,,67.3,,,0,0,13,44.4,135.4,30.8,4,5,0,2,1,0,0.0,100,25.0
Nate Hayden,162247,QB,PRESBYTERN,2,2.62,2.58,3.3,3.4,58,271,82.1,28,28,6.0,1.82,0,0,0.0,78.6,22,2,4.3,28,48.3,1,13,,,,,68.0,57.4,73.5,,57.2,,,,,0,1,28,0.0,106.5,0.0,0,0,0,0,2,2,7.1,208,7.4,42.3,26,27,18.7,3.37,0,4,13.8,33.3,9,15,18.2,30,51.7,2,5,,,,,68.4,43.8,74.0,,45.6,,53.8,,,0,1,32,6.7,56.3,3.3,1,2,0,1,1,2,6.3,191,7.1
Haynes King,124329,QB,TEXAS A&M,2,2.65,2.52,2.9,4.18,57,312,80.0,20,20,5.6,1.79,0,1,4.8,75.0,15,2,6.3,20,35.1,1,7,,,,,67.2,66.3,72.5,,65.9,,,,,0,0,21,0.0,121.0,0.0,0,0,0,0,1,0,0.0,191,9.6,61.3,31,31,15.3,3.11,0,1,3.1,58.1,18,14,5.3,37,64.9,1,12,,,,,30.6,47.7,74.6,,43.0,,69.0,,,0,2,38,14.3,81.4,5.4,2,4,0,0,2,3,7.9,270,8.7
Aveon Smith,130529,QB,MIAMI OH,3,2.98,2.58,4.84,5.46,57,221,74.1,27,27,3.7,1.93,0,1,3.6,70.4,19,2,5.0,27,47.4,1,10,,,,,68.0,44.7,73.5,,44.8,,,,,0,0,28,0.0,111.0,0.0,0,0,0,0,2,2,7.1,166,6.1,50.0,16,19,20.5,4.06,0,4,19.0,31.6,6,13,25.0,29,50.9,2,6,,,,,68.3,53.5,74.1,,56.5,,53.0,,,0,2,31,38.5,54.3,17.2,5,5,0,3,3,2,6.5,118,6.2
Zack Annexstad,83516,QB,ILL STATE,2,2.55,2.32,2.84,5.43,57,188,72.4,29,29,6.3,1.85,0,1,3.1,69.0,20,2,4.8,31,54.4,1,9,,,,,28.9,49.9,74.2,,49.8,,,,,0,1,34,100.0,70.5,6.5,2,0,0,0,0,2,5.9,176,6.1,64.7,17,17,15.2,3.39,0,3,15.0,58.8,10,13,9.1,26,45.6,1,8,,,,,68.1,60.8,73.6,,66.3,,47.6,,,0,2,29,46.2,101.2,23.1,6,3,0,0,2,1,3.4,206,12.1
Jalon Jones,104762,QB,BETH COOK,2,2.92,2.59,3.65,4.7,56,119,59.1,22,25,5.0,1.89,1,0,0.0,40.0,10,8,23.1,25,44.6,3,6,,,,,67.7,50.8,73.3,,50.8,,,,,1,1,26,0.0,53.8,0.0,0,0,0,1,1,1,3.8,130,5.2,62.5,16,19,13.3,3.88,1,1,5.0,47.4,9,19,10.0,30,53.6,1,13,,,,,68.3,86.4,73.9,,81.1,,72.9,,,0,2,31,10.5,53.5,6.7,2,9,0,2,0,1,3.2,235,12.4
Tanner Morgan,55239,QB,MINNESOTA,3,2.8,2.76,2.8,3.8,56,225,79.2,24,25,7.9,2.06,1,1,4.0,76.0,19,1,0.0,25,44.6,0,14,,,,,67.7,91.5,73.1,,91.2,,,,,0,0,25,0.0,131.9,0.0,0,0,0,0,2,0,0.0,239,9.6,81.5,27,28,13.0,3.39,0,4,13.3,67.9,19,8,13.6,31,55.4,3,15,,,,,68.5,91.9,74.1,,91.7,,62.8,,,0,1,33,12.5,119.6,3.2,1,2,0,1,2,1,3.0,379,13.5
Mason Kaplan,149744,QB,VALPO,2,2.53,2.16,3.5,5.26,55,332,61.5,26,29,7.4,1.86,3,1,3.4,55.2,16,13,0.0,32,58.2,0,11,,,,,68.2,53.3,74.0,,53.1,,,,,0,2,32,23.1,65.6,9.4,3,0,0,0,2,2,6.3,162,5.6,54.5,11,12,17.3,3.81,0,1,6.7,33.3,4,14,33.3,21,38.2,2,3,,,,,67.8,57.6,73.3,,60.2,,55.6,,,0,1,26,28.6,12.8,19.0,4,5,0,1,0,0,0.0,51,4.3
Todd Centeio,60552,QB,JAMES MAD,2,2.45,2.36,2.9,3.53,55,197,88.5,26,30,5.1,1.69,2,2,6.7,70.0,21,5,8.7,30,54.5,2,11,,,,,68.2,88.1,73.7,,87.2,,,,,2,0,30,0.0,119.7,0.0,0,0,0,0,3,0,0.0,187,6.2,68.4,19,20,20.2,3.35,0,6,28.6,60.0,12,9,7.7,25,45.5,1,11,,,,,67.8,95.6,73.3,,96.1,,58.3,,,0,0,26,22.2,143.8,8.0,2,3,0,1,6,0,0.0,260,13.0
Zach Wilcke,156836,QB,SO MISS,2,2.66,2.37,3.17,5.06,54,296,65.5,29,30,9.9,1.9,1,3,9.4,60.0,18,3,5.3,30,55.6,1,9,,,,,68.4,60.9,74.0,,60.6,,,,,0,1,32,0.0,77.6,0.0,0,0,0,0,1,1,3.1,204,6.8,53.3,15,16,12.6,3.62,0,0,0.0,43.8,7,17,12.5,24,44.4,1,6,,,,,67.8,46.8,73.3,,49.6,,52.8,,,0,0,26,17.6,85.2,12.5,3,5,0,1,1,1,3.8,99,6.2
Trazon Connley,75885,QB,PRVIEW A&M,2,2.87,2.41,4.25,5.27,53,270,75.0,24,26,7.5,2.01,1,0,0.0,53.8,14,1,22.2,26,49.1,4,6,,,,,67.9,54.9,73.4,,54.8,,,,,0,1,27,0.0,52.9,0.0,0,0,0,1,0,2,7.4,137,5.3,43.8,16,17,20.7,3.7,0,2,11.8,41.2,7,13,0.0,27,50.9,0,6,,,,,68.0,59.9,73.5,,59.0,,60.8,,,0,1,28,30.8,58.0,14.8,4,6,0,1,1,1,3.6,108,6.4
Myles Crawley,141731,QB,ALABAMA ST,3,2.76,2.65,2.8,5.3,53,105,79.2,24,24,6.9,1.91,0,0,0.0,70.8,17,9,10.5,27,50.9,2,9,,,,,24.5,60.3,73.5,,60.1,,,,,0,1,28,33.3,97.9,11.1,3,0,0,0,1,2,7.1,232,9.7,77.8,18,22,9.5,3.64,0,1,4.0,40.9,9,19,35.7,26,49.1,5,7,,,,,27.3,49.5,73.6,,51.6,,53.8,,,1,1,29,10.5,65.7,7.7,2,2,0,3,1,2,6.9,176,8.0
Cephus Johnson III,60530,QB,SE LA,2,2.52,2.36,3.8,4.03,52,294,81.8,22,23,2.3,1.77,1,1,4.3,60.9,14,0,22.2,23,44.2,4,3,,,,,67.5,65.1,72.8,,64.7,,,,,0,0,23,,70.2,0.0,0,0,0,0,0,0,0.0,96,4.2,66.7,24,24,10.9,3.1,0,2,8.0,54.2,13,10,18.8,29,55.8,3,6,,,,,68.2,65.3,73.7,,65.8,,59.0,,,0,1,30,20.0,54.0,6.9,2,3,0,0,0,1,3.3,139,5.8
Cade Sexauer,111800,QB,STTHOM,2,2.69,2.37,3.55,5.22,51,1129,60.9,23,23,6.0,1.77,0,1,4.0,60.9,14,3,0.0,23,45.1,0,5,,,,,67.7,53.5,73.1,,53.3,,,,,0,1,25,0.0,62.6,0.0,0,0,0,0,0,1,4.0,154,6.7,58.8,17,21,16.6,3.45,0,1,3.8,42.9,9,13,10.0,28,54.9,1,7,,,,,69.0,60.0,74.2,,60.3,,58.8,,,0,1,33,15.4,78.3,7.1,2,5,0,4,2,3,9.1,144,6.9
Gavin Screws,97789,QB,INDIANA ST,2,2.72,2.64,2.55,4.8,51,191,60.0,20,22,6.6,1.82,0,0,0.0,54.5,12,4,0.0,23,45.1,0,5,,,,,67.5,32.1,72.8,,32.5,,,,,0,3,23,25.0,33.3,4.3,1,0,0,2,0,3,13.0,134,6.1,68.4,19,23,11.9,3.46,2,0,0.0,47.8,11,15,15.4,28,54.9,2,6,,,,,68.4,50.8,74.0,,51.3,,57.1,,,0,1,32,20.0,56.3,10.7,3,2,0,2,1,2,6.3,99,4.3
Anthony Chiccitt,141376,QB,ROB MORRIS,2,2.44,2.21,3.25,4.63,51,277,88.9,27,29,3.0,1.7,1,0,0.0,82.8,24,4,0.0,29,56.9,0,10,,,,,68.2,75.2,73.7,,74.6,,,,,1,0,30,0.0,111.9,0.0,0,0,0,0,1,0,0.0,235,8.1,46.7,15,16,10.8,3.41,0,1,5.9,43.8,7,10,0.0,22,43.1,0,4,,,,,67.6,44.4,73.0,,41.9,,59.8,,,0,3,24,20.0,17.7,9.1,2,4,0,1,0,4,16.7,72,4.5
Jake Willcox,148649,QB,BROWN,1,2.96,2.5,3.2,5.18,51,123,72.7,22,22,8.2,1.88,0,2,8.3,72.7,16,3,0.0,23,45.1,0,8,,,,,26.0,73.9,73.1,,73.3,,,,,0,1,25,33.3,87.3,4.3,1,0,0,0,1,2,8.0,150,6.8,64.7,17,18,14.3,3.84,0,3,15.0,55.6,10,14,9.1,28,54.9,1,9,,,,,68.2,78.8,73.7,,78.1,,65.4,,,0,2,30,14.3,93.8,7.1,2,8,0,1,2,1,3.3,207,11.5
Maxwell Ward,167780,QB,KYCRST,1,2.5,2.42,2.98,4.3,50,1474,68.0,25,25,3.2,1.74,0,0,0.0,64.0,16,2,5.9,26,52.0,1,8,,,,,67.8,59.5,73.3,,59.2,,,,,0,0,26,50.0,84.1,3.8,1,0,0,0,0,0,0.0,172,6.9,57.1,14,17,17.9,3.47,0,1,5.3,47.1,8,11,0.0,23,46.0,0,5,,,,,67.7,59.2,73.1,,62.4,,52.9,,,1,2,25,36.4,61.8,17.4,4,2,0,2,1,0,0.0,165,9.7
E.J. Warner,156185,QB,TEMPLE,2,2.01,2.01,,,50,306,77.5,40,40,5.9,1.79,0,2,4.8,75.0,30,15,3.2,40,80.0,1,15,,,,,69.1,73.6,74.9,,72.9,,,,,0,1,42,0.0,115.8,0.0,0,0,0,0,3,2,4.8,352,8.8,50.0,8,10,15.1,2.89,0,1,9.1,30.0,3,5,25.0,10,20.0,1,1,,,,,65.6,56.1,70.4,,56.0,,,,,0,0,11,0.0,42.1,0.0,0,0,0,2,0,1,9.1,36,3.6
Tyler Riddell,102355,QB,E TENN ST,2,2.45,2.27,3.4,3.85,50,157,86.2,29,29,6.4,1.75,0,2,6.9,69.0,20,2,20.0,30,60.0,5,13,,,,,68.2,77.6,73.7,,76.9,,,,,0,1,30,50.0,106.3,3.3,1,0,0,0,2,1,3.3,265,9.1,53.8,13,14,18.4,3.5,0,3,20.0,50.0,7,12,0.0,20,40.0,0,5,,,,,67.2,66.7,72.5,,61.0,,70.6,,,0,1,21,33.3,83.3,20.0,4,2,0,1,2,1,4.8,100,7.1
Braxton Burmeister,60513,QB,S DIEGO ST,3,3.1,2.7,4.2,4.87,50,284,88.5,26,26,5.2,1.82,0,0,0.0,73.1,19,1,17.4,26,52.0,4,10,,,,,67.8,71.6,73.3,,71.1,,,,,0,1,26,0.0,97.1,0.0,0,0,0,0,2,0,0.0,153,5.9,30.0,10,14,10.1,4.48,0,0,0.0,14.3,2,13,33.3,24,48.0,1,2,,,,,25.6,50.4,73.0,,48.9,,58.5,,,1,0,24,23.1,39.6,12.5,3,7,0,3,0,1,4.2,12,0.9
Xander Stokes,151379,QB,INWSLY,1,2.66,2.37,3.1,5.67,49,1451,79.2,24,24,2.4,1.65,0,0,0.0,75.0,18,2,5.3,25,51.0,1,5,,,,,67.7,57.0,73.3,,56.7,,,,,0,0,26,50.0,108.0,4.0,1,0,0,0,1,2,7.7,170,7.1,64.3,14,16,13.1,3.72,0,1,6.3,50.0,8,10,11.1,24,49.0,1,4,,,,,9.2,42.2,73.1,,41.0,,58.9,,,0,0,25,50.0,71.6,20.8,5,3,0,2,0,3,12.0,107,6.7
Michael Hiers,88636,QB,SAMFORD,2,2.59,2.39,3.35,5.03,49,282,76.0,25,26,4.5,1.8,0,2,7.7,73.1,19,3,0.0,26,53.1,0,8,,,,,67.8,57.2,73.3,,56.9,,,,,1,0,26,0.0,131.4,0.0,0,0,0,0,4,1,3.8,180,6.9,64.7,17,18,13.1,3.5,0,2,10.0,61.1,11,16,0.0,23,46.9,0,6,,,,,16.0,45.4,73.1,,53.6,,42.8,,,0,0,25,12.5,89.4,8.7,2,3,0,1,0,3,12.0,157,8.7
Nick Davenport,155935,QB,W ILLINOIS,3,2.96,2.63,4.65,5.02,49,345,45.8,24,24,12.0,1.9,0,2,7.7,41.7,10,5,9.1,24,49.0,1,5,,,,,26.3,51.5,73.3,,51.4,,,,,0,1,26,0.0,86.8,0.0,0,0,0,0,3,2,7.7,160,6.7,57.1,14,17,25.1,4.13,0,1,5.3,41.2,7,16,12.5,24,49.0,1,5,,,,,67.8,58.7,73.3,,62.2,,54.0,,,0,1,26,12.5,67.0,8.3,2,5,0,3,1,2,7.7,145,8.5
AJ Swann,157186,QB,VANDERBILT,3,2.63,2.57,3.9,3.7,48,333,69.2,26,26,10.4,1.93,0,2,7.4,65.4,17,4,5.6,26,54.2,1,13,,,,,67.9,79.4,73.4,,78.6,,,,,0,0,27,0.0,140.1,0.0,0,0,0,0,4,0,0.0,274,10.5,66.7,18,20,13.6,3.45,0,2,9.5,60.0,12,8,0.0,22,45.8,0,8,,,,,67.6,79.9,73.0,,74.8,,71.3,,,0,0,24,12.5,121.7,4.5,1,1,0,2,2,2,8.3,174,8.7
Malcolm Mays,165409,QB,HAMPTON,2,2.26,2.22,2.2,4.2,47,178,74.2,31,31,9.2,1.89,0,1,3.0,64.5,20,6,13.0,32,68.1,3,12,,,,,68.5,90.0,74.2,,88.8,,,,,0,2,34,16.7,93.9,3.1,1,0,0,0,3,2,5.9,243,7.8,64.3,14,14,12.6,3.05,0,3,17.6,42.9,6,1,33.3,15,31.9,3,5,,,,,22.9,69.0,72.0,,62.5,,69.0,,,0,1,18,0.0,32.1,0.0,0,1,0,0,0,3,16.7,81,5.8
Eric Rodriguez,160057,QB,TXAMCO,2,2.4,2.06,3.13,4.58,47,1139,76.9,26,27,3.7,1.6,1,2,7.4,66.7,18,3,10.0,28,59.6,2,10,,,,,68.0,61.7,73.5,,61.4,,,,,0,0,28,33.3,136.7,3.6,1,0,0,0,3,2,7.1,272,10.1,100.0,11,12,18.5,3.57,0,2,16.7,75.0,9,6,18.2,19,40.4,2,12,,,,,67.0,94.5,72.2,,94.2,,71.9,,,1,1,19,33.3,121.5,10.5,2,5,0,0,4,0,0.0,175,14.6
Justin Sliwoski,77612,QB,ST FRANCIS,2,3.09,2.56,3.67,4.98,47,299,77.3,22,23,5.9,1.97,1,0,0.0,65.2,15,4,11.8,23,48.9,2,8,,,,,67.5,68.6,72.8,,68.1,,,,,0,1,23,0.0,86.3,0.0,0,0,0,0,1,2,8.7,185,8.0,63.6,11,12,9.2,4.17,0,2,15.4,58.3,7,15,0.0,24,51.1,0,10,,,,,67.7,78.9,73.1,,66.7,,76.1,,,1,1,25,20.0,57.3,12.5,3,9,0,0,0,1,4.0,119,9.9
Spencer Brasch,100574,QB,CAL POLY,1,2.75,2.59,4.47,4.5,46,129,80.0,20,20,7.1,1.87,0,1,5.0,60.0,12,2,25.0,21,45.7,4,6,,,,,67.2,48.5,72.5,,48.5,,,,,0,1,21,50.0,55.2,4.8,1,0,0,0,0,2,9.5,115,5.8,57.1,21,22,15.3,3.49,0,3,13.6,54.5,12,5,0.0,25,54.3,0,10,,,,,26.0,77.8,73.1,,79.0,,57.3,,,0,0,25,40.0,133.9,8.0,2,1,0,1,3,1,4.0,247,11.2
Gavin Brooks,166909,QB,CONCMI,1,2.32,2.25,3.7,2.3,46,1472,76.9,26,26,7.2,1.93,0,0,0.0,73.1,19,3,5.0,26,56.5,1,9,,,,,67.8,62.7,73.3,,62.4,,,,,0,2,26,0.0,76.3,0.0,0,0,0,0,1,2,7.7,203,7.8,57.1,14,14,7.9,3.14,0,0,0.0,42.9,6,8,25.0,18,39.1,2,2,,,,,67.0,34.1,72.2,,36.4,,53.1,,,0,2,19,25.0,12.8,11.1,2,2,0,0,0,2,10.5,49,3.5
Jared Lewis,108959,QB,DELWARE ST,2,3.59,3.29,4.73,4.85,46,152,85.7,7,7,2.9,1.84,0,0,0.0,71.4,5,1,16.7,7,15.2,1,0,,,,,65.1,55.8,69.8,,55.6,,,,,0,0,9,0.0,76.5,0.0,0,0,0,0,0,0,0.0,25,3.6,51.9,27,30,18.5,3.91,0,2,6.1,40.0,12,19,14.3,39,84.8,2,10,,,,,23.9,57.4,74.9,,50.6,,72.4,,,1,0,42,15.8,89.0,7.7,3,6,0,2,2,3,7.1,226,7.5
C.J. Brooks,168854,QB,VA LYNCHBU,1,2.73,2.47,5.5,4.2,46,406,47.1,17,17,9.8,1.72,0,1,5.3,47.1,8,2,0.0,17,37.0,0,4,,,,,67.0,39.0,72.2,,39.3,,,,,0,0,19,0.0,60.2,0.0,0,0,0,0,0,1,5.3,77,4.5,45.5,22,22,19.2,3.44,0,0,0.0,36.4,8,9,20.0,28,60.9,2,11,,,,,68.3,53.7,73.9,,40.9,,77.4,,,0,0,31,11.1,75.0,3.6,1,5,0,0,1,1,3.2,145,6.6
Hunter Hays,141593,QB,IDAHO ST,2,2.2,2.13,2.85,4.2,45,186,81.3,32,32,5.3,1.84,0,1,3.1,65.6,21,9,19.2,32,71.1,5,10,,,,,68.4,83.8,74.0,,82.8,,,,,0,0,32,0.0,90.5,0.0,0,0,0,0,1,0,0.0,179,5.6,40.0,10,10,13.1,3.1,0,0,0.0,40.0,4,7,0.0,13,28.9,0,0,,,,,66.2,42.6,71.2,,43.9,,57.8,,,0,0,14,28.6,47.9,15.4,2,1,0,0,0,0,0.0,22,2.2
Cade Brister,154186,QB,LNDNWD,1,2.8,2.28,4.9,4.1,45,949,78.9,19,21,9.3,1.7,2,0,0.0,71.4,15,4,0.0,21,46.7,0,8,,,,,67.5,65.6,72.8,,65.2,,,,,0,0,23,0.0,86.4,0.0,0,0,0,0,0,0,0.0,125,6.0,87.5,8,13,10.6,3.75,0,0,0.0,46.2,6,9,14.3,24,53.3,1,5,,,,,67.8,62.0,73.3,,56.8,,65.6,,,0,0,26,44.4,59.8,16.7,4,7,0,5,0,0,0.0,60,4.6
Knox Kadum,99578,QB,MCNEESE,2,2.64,2.35,3.2,4.0,45,217,50.0,22,22,7.0,1.88,0,0,0.0,40.9,9,6,18.2,25,55.6,2,2,,,,,67.7,26.4,73.3,,26.7,,,,,0,2,26,50.0,11.6,12.0,3,0,0,0,0,4,15.4,70,3.2,72.7,11,11,6.9,3.6,0,0,0.0,63.6,7,11,12.5,20,44.4,1,3,,,,,67.2,41.7,72.5,,36.2,,63.2,,,0,1,21,45.5,93.4,25.0,5,4,0,0,1,1,4.8,121,11.0
Evan Simon,129906,QB,RUTGERS,3,2.28,2.09,2.87,5.3,45,278,79.3,29,31,7.6,1.89,0,0,0.0,71.0,22,8,4.3,33,73.3,1,11,,,,,68.5,68.4,74.2,,67.9,,,,,1,0,34,25.0,100.7,6.1,2,0,0,1,1,0,0.0,214,6.9,75.0,8,9,8.9,3.36,0,1,10.0,55.6,5,7,16.7,12,26.7,1,2,,,,,66.0,60.6,71.0,,59.2,,61.4,,,1,0,13,14.3,109.5,8.3,1,2,0,0,1,0,0.0,52,5.8
Blake Stenstrom,82106,QB,PRINCETON,1,2.78,2.42,3.23,5.05,44,272,84.2,19,19,2.9,1.66,0,0,0.0,68.4,13,2,18.8,20,45.5,3,5,,,,,23.9,60.7,72.4,,60.4,,,,,0,0,20,50.0,99.0,5.0,1,0,0,0,1,1,5.0,102,5.4,73.3,15,15,13.9,3.88,0,1,6.3,66.7,10,12,9.1,23,52.3,1,9,,,,,25.6,85.3,73.1,,85.0,,66.4,,,0,0,25,16.7,126.5,8.7,2,6,0,0,1,1,4.0,168,11.2
