"Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"Sean McCarty",23183805,6000,-1,29.85,0.01,36,19,25.4,0,25.4,-0.95,0.0402548406663633,-3.364,49,-0.181,0.177,-0.68,-0.1,-0.013,0,-0.216,0.194,-0.022,-4.183,0.0323,1e-04,4e-04,1e-04,0,0,0,0,100,1e-04,34,0,-0.01,0,0,2022-07-03,"John Deere Classic"
"John Merrick",23183806,6000,21.4,35.91,0.02,63.5,21.5,34.4,0.2,34.5,-0.65,0.0402548406663633,-2.302,40,-0.025,-0.06,-0.373,-0.008,0.105,-0.001,0.006,0.126,0.131,-2.532,0.1322,4e-04,0.0094,0.0038,9e-04,2e-04,1e-04,0,100,1e-04,29.5,0,-0.01,0,0,2022-07-03,"John Deere Classic"
"D.J. Trahan",23183807,6000,43.72,51.52,0.1,79.5,25.5,45.1,0.7,45.8,-0.27,0.0875742438747183,-1.356,41,-0.029,-0.043,-0.047,0.078,0.096,0,-0.073,0.07,-0.003,-1.305,0.3174,0.0015,0.0653,0.0338,0.0121,0.0043,0.0019,5e-04,100,9e-04,20.5,0.08,0.07,0.01,0,2022-07-03,"John Deere Classic"
"Martin Trainer",23183808,6000,42.67,35.05,0.2,62.5,21,48.3,0.9,49.2,-0.16,0.382808251682017,-1.251,31,0.005,0.063,0.074,0.021,-0.032,0,-0.144,0.036,-0.107,-1.228,0.3366,0.0025,0.0778,0.0436,0.0155,0.0062,0.0033,7e-04,63,0.0036,58,0.12,0.11,0.02,0,2022-07-03,"John Deere Classic"
"Boo Weekley",23183809,6000,40,25.26,0.26,35.36,13.89,46.9,0.8,47.7,-0.21,1.11622684783504,-1.013,48,-0.053,0,-0.374,-0.046,0.002,0,0.145,0.102,0.246,-1.237,0.3313,0.0016,0.074,0.0383,0.014,0.005,0.0027,7e-04,100,9e-04,25.5,0.12,0.11,0.02,0,2022-07-03,"John Deere Classic"
"Derek Ernst",23183810,6000,35.67,32.88,0.02,56,20.5,40.1,0.4,40.5,-0.45,0.0402548406663633,-1.768,32,0.002,-0.016,-0.312,0.083,0.061,0,-0.043,0.112,0.068,-1.881,0.2372,0.0015,0.0332,0.0155,0.0042,0.0014,5e-04,1e-04,51,2e-04,68.5,0.02,0.01,0,0,2022-07-03,"John Deere Classic"
"Kevin Stadler",23183811,6000,23.71,29.92,0.01,36.5,18.65,28.5,0,28.5,-0.85,0.0402548406663633,-3.32,42,-0.032,-0.046,-0.317,0.064,0.056,-0.001,-0.056,0.173,0.116,-3.479,0.0601,1e-04,0.0019,6e-04,0,0,0,0,100,1e-04,20.5,0,-0.01,0,0,2022-07-03,"John Deere Classic"
"Brian Davis",23183812,6000,26.83,29.23,0.02,35,19,34.2,0.1,34.4,-0.65,0.0402548406663633,-2.502,47,-0.05,0.075,-0.316,-0.061,0.087,-0.001,0.081,0.115,0.194,-2.573,0.141,4e-04,0.0094,0.0037,8e-04,2e-04,1e-04,0,100,1e-04,20.5,0,-0.01,0,0,2022-07-03,"John Deere Classic"
"Parker McLachlin",23183814,6000,14.5,29.06,0.01,35,18.5,23.9,0,23.9,-1,0.0402548406663633,-3.75,43,-0.034,-0.037,-0.47,-0.032,0.021,-0.001,-0.16,0.152,-0.009,-4.31,0.0208,0,2e-04,1e-04,0,0,0,0,100,1e-04,22,0,-0.01,0,0,2022-07-03,"John Deere Classic"
"John Senden",23183815,6000,39.71,30.43,0.02,37.5,19.5,27.5,0,27.6,-0.88,0.0402548406663633,-3.686,51,-0.061,-0.013,-0.157,-0.051,0.197,-0.001,-0.037,0.158,0.12,-3.65,0.0451,1e-04,9e-04,4e-04,0,0,0,0,100,0.0024,17.5,0,-0.01,0,0,2022-07-03,"John Deere Classic"
"Omar Uresti",23183816,6000,37.5,26.93,0.03,32.5,17.5,30.6,0.1,30.7,-0.77,0.0402548406663633,-3.177,53,-0.069,-0.001,-0.268,0.151,0.047,-0.002,0.061,0.144,0.204,-3.113,0.0891,3e-04,0.0037,0.0014,3e-04,0,0,0,67,2e-04,54.5,0,-0.01,0,0,2022-07-03,"John Deere Classic"
"Scottie Scheffler",23248828,11200,80,90.61,13.7,113.5,39,86.5,7.2,93.8,0.55,14.2078101921782,2.196,26,0.022,0.101,-0.064,0.05,-0.014,0.045,-0.005,-0.101,-0.061,2.042,0.805,0.0395,0.6308,0.5262,0.3599,0.234,0.1643,0.0699,100,0.1597,22.5,6.24,-0.36,-0.05,14,2022-07-10,"Genesis Scottish Open"
"Jon Rahm",23248829,11000,80,94.12,17.8,115.5,73,87.9,7.6,95.5,0.82,14.4214897926226,1.981,27,0.016,-0.022,-0.009,0.114,-0.017,0.065,-0.011,-0.066,-0.013,2.071,0.8121,0.0414,0.6417,0.5384,0.375,0.2445,0.1741,0.0749,55,0.2078,58.5,6.81,0.68,0.1,18,2022-07-10,"Genesis Scottish Open"
"Justin Thomas",23248830,10600,80,92.63,18.9,115.5,50.75,84.7,6.7,91.4,0.7,13.0765500280217,2.042,29,0.011,0.079,-0.008,-0.023,0.015,0.048,0.01,-0.095,-0.038,1.877,0.7927,0.0247,0.6012,0.4923,0.3295,0.2074,0.1421,0.0575,100,0.1997,16,5.42,0.14,0.02,19,2022-07-10,"Genesis Scottish Open"
"Xander Schauffele",23248832,9900,80,90.5,23.4,112.5,43.15,78.3,5.2,83.5,0.43,12.9260390495065,1.923,28,0.013,-0.024,-0.021,-0.158,-0.017,0.031,-0.01,-0.08,-0.06,1.513,0.7401,0.0158,0.5048,0.3901,0.2384,0.136,0.0859,0.0322,1,0.1941,104,3.25,-0.73,-0.11,23,2022-07-10,"Genesis Scottish Open"
"Patrick Cantlay",23248833,9600,80,82.42,14.8,107,35,79.4,5.3,84.7,0.71,10.619859840654,1.906,30,0.008,-0.008,-0.033,-0.005,-0.04,0.032,-0.001,-0.067,-0.035,1.558,0.7435,0.0168,0.5166,0.4057,0.2514,0.1491,0.0987,0.039,4,0.1079,77,4.06,0.56,0.08,15,2022-07-10,"Genesis Scottish Open"
"Collin Morikawa",23248834,9400,80,72.63,11.7,100.5,32.5,72.2,3.7,75.9,0.08,13.1112797826099,1.367,25,0.024,0.055,-0.024,-0.024,-0.06,0.012,-0.024,-0.072,-0.084,1.046,0.6562,0.0114,0.3865,0.2816,0.1558,0.0825,0.0521,0.0168,100,0.1289,22.5,1.79,-1.41,-0.21,11,2022-07-10,"Genesis Scottish Open"
"Will Zalatoris",23248835,9300,80,80.13,21.7,106,34,78.1,5.2,83.3,0.76,13.6982120402654,1.688,25,0.022,-0.015,0.025,0.003,-0.02,0.049,0.008,-0.077,-0.02,1.469,0.7296,0.0147,0.4904,0.3779,0.2292,0.133,0.0861,0.0314,100,0.194,19.5,3.38,0.32,0.05,22,2022-07-10,"Genesis Scottish Open"
"Sam Burns",23248836,9200,80,77.65,20.1,103.5,33.5,74.1,4,78.1,0.38,13.7010853795182,1.632,25,0.022,0.026,-0.007,-0.263,-0.013,0.036,0.007,-0.065,-0.022,1.127,0.6661,0.019,0.4006,0.2971,0.1686,0.0926,0.0583,0.0193,66,0.1307,50,2.1,-0.82,-0.12,20,2022-07-10,"Genesis Scottish Open"
"Cameron Smith",23248837,9100,80,74.84,15.4,102.5,33,74.1,4.1,78.3,0.45,14.9162813643464,1.633,28,0.013,-0.02,0.004,-0.221,-0.04,0.01,0.012,-0.083,-0.061,1.227,0.681,0.019,0.4231,0.3179,0.1843,0.1013,0.0638,0.0228,10,0.1945,66,2.51,-0.28,-0.04,15,2022-07-10,"Genesis Scottish Open"
"Hideki Matsuyama",23248838,9000,80,79.47,13.4,105.5,34.5,76.2,4.6,80.7,0.72,11.782785577614,1.6,30,0.008,-0.07,0.016,-0.035,-0.04,0.015,-0.006,-0.082,-0.072,1.317,0.7001,0.013,0.4477,0.34,0.1988,0.109,0.0682,0.0241,100,0.1149,19.5,2.68,0.02,0,13,2022-07-10,"Genesis Scottish Open"
"Jordan Spieth",23248839,8900,80,77.12,14,104,33.5,72.8,3.8,76.6,0.43,13.3494976456947,1.151,28,0.012,-0.064,-0.016,0.066,-0.04,0.023,0.011,-0.047,-0.013,1.09,0.6621,0.0178,0.3948,0.2898,0.1659,0.0899,0.0561,0.0192,10,0.1541,80.5,2.16,-0.38,-0.06,14,2022-07-10,"Genesis Scottish Open"
"Viktor Hovland",23248840,8800,80,74.92,13.6,102.5,33.5,73,4.1,77,0.52,11.6353656045106,1.279,24,0.026,0.007,0.018,-0.14,-0.04,0.034,-0.012,-0.053,-0.032,1.137,0.6712,0.0171,0.4038,0.2954,0.1633,0.0884,0.0545,0.0194,100,0.1437,20.5,2.2,-0.22,-0.03,14,2022-07-10,"Genesis Scottish Open"
"Sungjae Im",23248841,8700,80,77.14,9.5,103,33.5,74.8,4.3,79.1,0.75,10.1670287076516,1.482,24,0.028,0.048,-0.05,0.049,-0.04,0.011,-0.017,-0.054,-0.061,1.266,0.6925,0.0132,0.4388,0.3316,0.1922,0.1068,0.0661,0.0231,100,0.0734,17.5,2.66,0.35,0.05,10,2022-07-10,"Genesis Scottish Open"
"Joaquin Niemann",23248842,8600,80,75.77,10.7,103,33.5,72.6,3.9,76.5,0.59,10.3567846766602,1.177,23,0.029,0.065,0.025,0.147,-0.04,0.046,0.009,-0.051,0.004,1.148,0.675,0.0165,0.4092,0.2978,0.1657,0.0872,0.0545,0.0185,16,0.1066,63,2.15,-0.05,-0.01,11,2022-07-10,"Genesis Scottish Open"
"Ryan Fox",23248843,8500,80,73.66,14.6,101.85,32.5,71.8,3.7,75.5,0.56,18.8285177161384,0.843,35,-0.009,0.093,0.055,-0.089,-0.002,0.059,0.036,-0.045,0.05,1.061,0.6632,0.0107,0.3926,0.2858,0.1567,0.084,0.0517,0.0169,47,0.1459,51.5,1.99,-0.11,-0.02,15,2022-07-10,"Genesis Scottish Open"
"Tommy Fleetwood",23248844,8400,80,71.46,18.5,99.5,32,72.5,3.9,76.4,0.7,12.4250502237705,1.014,31,0.004,0.042,-0.006,-0.151,0.033,0.012,0.001,-0.042,-0.029,1.146,0.6772,0.011,0.4074,0.2972,0.1651,0.0861,0.0522,0.0172,4,0.1667,77,2.05,0.05,0.01,19,2022-07-10,"Genesis Scottish Open"
"Corey Conners",23248845,8300,80,75.4,13,102,33,73.3,4.1,77.4,0.84,8.58949520912563,1.431,30,0.007,0.017,-0.027,-0.016,-0.044,0.008,-0.025,-0.058,-0.074,1.175,0.6861,0.0169,0.4178,0.3066,0.1719,0.0914,0.0563,0.0198,61,0.1116,46.5,2.39,0.49,0.07,13,2022-07-10,"Genesis Scottish Open"
"Billy Horschel",23248846,8200,80,69.81,8.4,99,31.5,65.1,2.6,67.8,0.08,7.24256059742313,1.199,35,-0.01,-0.004,-0.009,-0.133,-0.024,-0.009,-0.021,-0.034,-0.064,0.651,0.5842,0.0074,0.2903,0.1957,0.0972,0.0457,0.0257,0.0082,100,0.0712,16.5,1,-0.8,-0.12,8,2022-07-10,"Genesis Scottish Open"
"Cameron Young",23248847,8100,80,72.72,12.8,100.85,32.5,71.4,3.6,75,0.75,11.192874163226,0.961,25,0.025,0.053,0.049,0.168,-0.04,0.067,-0.003,-0.024,0.04,1.026,0.659,0.0112,0.3818,0.276,0.1523,0.0807,0.0484,0.016,100,0.0972,8.5,1.98,0.28,0.04,13,2022-07-10,"Genesis Scottish Open"
"Max Homa",23248848,8000,80,74.86,16,102.5,33,69.1,3.3,72.4,0.59,10.3366919710828,1.283,31,0.004,-0.011,0.033,-0.125,-0.04,0.027,-0.005,-0.055,-0.033,0.898,0.6331,0.0086,0.3529,0.2506,0.1325,0.0674,0.04,0.0127,16,0.1532,64.5,1.59,0,0,16,2022-07-10,"Genesis Scottish Open"
"Justin Rose",23248850,7900,80,63.85,6.8,94,30,66.4,2.8,69.2,0.37,6.97040763089023,0.914,41,-0.03,-0.017,0.031,-0.196,-0.04,0.004,-0.006,-0.027,-0.028,0.669,0.5812,0.0107,0.2898,0.2018,0.1024,0.0506,0.0298,0.0091,69,0.0892,46,1.15,-0.33,-0.05,7,2022-07-10,"Genesis Scottish Open"
"Keegan Bradley",23248849,7900,80,75.83,9.7,102,32.65,70.7,3.5,74.2,0.8,9.47314685504335,1.358,36,-0.011,-0.012,0.01,-0.076,-0.04,0.028,-0.011,-0.063,-0.046,1.026,0.6478,0.0152,0.3734,0.2712,0.1481,0.0779,0.0474,0.0158,100,0.1138,10.5,2,0.52,0.08,10,2022-07-10,"Genesis Scottish Open"
"Keith Mitchell",23248852,7800,80,68.37,8.7,98,31.5,68.4,3.2,71.6,0.64,10.0239632579681,1.045,30,0.007,0.072,-0.011,-0.001,-0.04,0.044,-0.001,-0.019,0.024,0.862,0.6215,0.0136,0.3376,0.2363,0.1237,0.0625,0.038,0.012,36,0.0978,62,1.54,0.17,0.03,9,2022-07-10,"Genesis Scottish Open"
"Tyrrell Hatton",23248851,7800,80,68.4,14.7,97.5,31.5,72.2,3.7,75.8,1,12.020767253467,0.758,30,0.007,0.052,0.018,-0.052,0.015,0.016,0.014,-0.025,0.006,1.047,0.6496,0.0163,0.38,0.2764,0.1528,0.0815,0.0506,0.0169,24,0.141,62,2.17,0.8,0.12,15,2022-07-10,"Genesis Scottish Open"
"Brian Harman",23248855,7700,80,68.4,2.3,97,31.5,63.4,2.4,65.7,0.19,4.28781510182263,1.018,35,-0.009,-0.142,-0.006,-0.007,-0.04,-0.024,-0.025,-0.028,-0.077,0.547,0.5682,0.0063,0.2634,0.1729,0.0799,0.0357,0.0193,0.006,100,0.0369,14.5,0.78,-0.47,-0.07,2,2022-07-10,"Genesis Scottish Open"
"Mito Pereira",23248853,7700,80,73.88,14.3,102,32.5,68.9,3.2,72,0.73,7.80878720587542,1.131,27,0.018,0.018,-0.027,0.019,-0.04,0.019,-0.013,-0.049,-0.043,0.845,0.6162,0.0121,0.3294,0.2324,0.1198,0.06,0.0347,0.0117,100,0.1104,19.5,1.52,0.27,0.04,14,2022-07-10,"Genesis Scottish Open"
"Adrian Meronk",23248854,7700,80,67.47,4.6,97.5,31.5,69.6,3.2,72.8,0.8,11.1794513745457,0.56,29,0.012,0.029,0.026,0.056,-0.028,0.03,0.006,0.008,0.043,0.9,0.6249,0.0135,0.3453,0.2458,0.13,0.066,0.0396,0.0127,100,0.1131,20,1.65,0.4,0.06,5,2022-07-10,"Genesis Scottish Open"
"Marc Leishman",23248857,7600,80,65.31,4.1,95.5,30.5,63.8,2.4,66.2,0.29,4.19095444486789,0.751,38,-0.02,-0.041,-0.005,-0.127,-0.04,0.012,0.008,-0.026,-0.006,0.55,0.5646,0.0063,0.2636,0.1728,0.0815,0.0387,0.0219,0.0057,100,0.0498,22,0.75,-0.39,-0.06,4,2022-07-10,"Genesis Scottish Open"
"Lucas Herbert",23248856,7600,80,49.46,16.7,82,27.5,67.3,3,70.3,0.64,14.866389899853,0.336,26,0.02,0.127,0.029,-0.111,0.083,0.038,0.027,0.002,0.068,0.769,0.6035,0.013,0.3156,0.223,0.1158,0.0568,0.0341,0.0106,100,0.1125,31,1.39,0.25,0.04,17,2022-07-10,"Genesis Scottish Open"
"Sebastian Munoz",23248859,7500,80,67.9,8.1,98,31,67.4,3,70.4,0.71,5.62189827913367,0.983,29,0.01,-0.046,-0.017,0.002,-0.04,0.01,-0.012,-0.038,-0.041,0.737,0.6043,0.0092,0.3106,0.213,0.1105,0.055,0.033,0.0102,100,0.0554,18.5,1.36,0.34,0.05,8,2022-07-10,"Genesis Scottish Open"
"Christiaan Bezuidenhout",23248862,7500,80,63.58,11,94,31,63.1,2.3,65.5,0.29,5.6194951893157,0.648,28,0.015,0.059,-0.001,-0.052,-0.007,-0.031,-0.013,-0.03,-0.073,0.54,0.5598,0.0098,0.2567,0.168,0.079,0.0377,0.0208,0.0061,16,0.0827,61.5,0.81,-0.21,-0.03,11,2022-07-10,"Genesis Scottish Open"
"Alex Noren",23248860,7500,80,66.47,2.8,96,31.5,65.6,2.7,68.3,0.53,4.51615385189012,0.756,39,-0.024,-0.051,0.009,-0.095,-0.04,0.003,-0.003,-0.024,-0.024,0.678,0.5866,0.0076,0.2969,0.2022,0.1003,0.0472,0.0278,0.0086,30,0.0404,51.5,1.15,0.13,0.02,3,2022-07-10,"Genesis Scottish Open"
"Matt Kuchar",23248865,7400,80,61.35,1.7,92,29.5,58.1,1.7,59.9,-0.06,3.52997684925289,0.868,44,-0.037,-0.179,0.044,-0.324,-0.017,-0.046,-0.019,-0.017,-0.081,0.187,0.4951,0.0039,0.192,0.1167,0.0486,0.0203,0.011,0.0027,47,0.0419,54,0.36,-0.55,-0.08,2,2022-07-10,"Genesis Scottish Open"
"Aaron Rai",23248863,7400,80,63.01,13.1,93.5,30.5,67.4,2.9,70.4,0.77,11.4144688843221,0.618,27,0.017,-0.022,-0.043,-0.065,0.06,-0.011,-0.025,-0.022,-0.057,0.847,0.6166,0.0118,0.3332,0.2317,0.1185,0.0564,0.0327,0.0093,100,0.155,21.5,1.26,0.35,0.05,13,2022-07-10,"Genesis Scottish Open"
"Chris Kirk",23248864,7400,80,73.75,7.9,101,33,65.7,2.7,68.4,0.6,5.52914381693471,1.003,37,-0.015,-0.084,0.019,0.068,-0.04,-0.004,-0.016,-0.033,-0.054,0.692,0.589,0.0115,0.2963,0.2029,0.1013,0.0488,0.0282,0.0084,71,0.0708,39,1.14,0.23,0.03,8,2022-07-10,"Genesis Scottish Open"
"Maverick McNealy",23248866,7400,80,63.83,3.4,94.5,30,63.1,2.3,65.4,0.34,3.89882355665247,0.726,26,0.02,0.044,0.007,-0.038,-0.04,0.02,-0.003,-0.021,-0.004,0.484,0.5535,0.006,0.2505,0.1651,0.0765,0.0343,0.0191,0.0058,16,0.0454,69.5,0.78,-0.13,-0.02,3,2022-07-10,"Genesis Scottish Open"
"Gary Woodland",23248867,7300,80,64.44,4.7,94.5,30.5,66.2,2.8,68.9,0.7,5.0919622119866,0.739,38,-0.018,0.053,0.032,0.084,-0.04,0.037,0.004,-0.035,0.006,0.708,0.5894,0.0125,0.2981,0.2028,0.1034,0.05,0.0291,0.0081,30,0.0588,67.5,1.11,0.32,0.05,5,2022-07-10,"Genesis Scottish Open"
"Min Woo Lee",23248871,7300,80,52.53,5.4,85,28,63.7,2.3,66,0.45,8.93672215593905,-0.123,23,0.029,0.101,0.013,0.325,0.054,0.062,0.014,0.02,0.097,0.487,0.5552,0.0068,0.2548,0.1707,0.0814,0.0383,0.0218,0.006,100,0.034,12,0.82,0.03,0,5,2022-07-10,"Genesis Scottish Open"
"Jason Kokrak",23248868,7300,80,64.91,1.7,94.5,31,64.9,2.5,67.4,0.57,3.3407176791266,0.75,37,-0.014,0.062,-0.015,0.032,-0.04,0.041,-0.002,-0.02,0.02,0.59,0.5718,0.0071,0.2747,0.1846,0.0902,0.0428,0.025,0.0072,100,0.021,17,0.99,0.2,0.03,2,2022-07-10,"Genesis Scottish Open"
"Cameron Tringale",23248876,7200,80,64.59,2.2,94.5,30.5,63,2.3,65.4,0.46,2.3398257389972,0.76,34,-0.007,0.047,-0.013,-0.023,-0.04,0.004,-0.004,-0.038,-0.038,0.506,0.5508,0.0081,0.253,0.1675,0.0762,0.0344,0.0195,0.0059,6,0.0185,86.5,0.82,0.14,0.02,2,2022-07-10,"Genesis Scottish Open"
"Jhonattan Vegas",23248873,7200,80,62.8,1.4,94.5,30.5,59.9,1.9,61.8,0.16,2.08768729520354,0.447,37,-0.017,0.076,0.02,0.058,-0.04,0.063,0.014,-0.029,0.048,0.322,0.5145,0.0073,0.2104,0.1335,0.0599,0.0267,0.0137,0.0038,36,0.0146,53.5,0.53,-0.15,-0.02,1,2022-07-10,"Genesis Scottish Open"
"Mackenzie Hughes",23248874,7200,80,53.04,2.5,86.35,28,60.7,2,62.7,0.23,2.60338439757322,0.604,31,0.004,0.001,-0.034,-0.13,-0.04,0.001,0.009,-0.017,-0.007,0.356,0.5284,0.0044,0.2253,0.1457,0.066,0.0288,0.0155,0.0046,100,0.0224,26.5,0.64,-0.04,-0.01,2,2022-07-10,"Genesis Scottish Open"
"Luke List",23248875,7200,80,63.56,7.4,94,30,65.1,2.6,67.8,0.66,5.34366207421262,0.609,37,-0.016,0.06,-0.002,0.236,-0.04,0.054,0.008,-0.039,0.024,0.672,0.5798,0.0114,0.2869,0.193,0.0932,0.0444,0.0264,0.008,100,0.0379,15.5,1.11,0.43,0.06,7,2022-07-10,"Genesis Scottish Open"
"Justin Harding",23258591,7100,80,68.72,1.1,97.5,31.5,57.3,1.5,58.8,-0.02,1.55630321568161,0.21,36,-0.012,0.011,-0.002,-0.058,-0.06,-0.028,-0.013,-0.01,-0.051,0.045,0.4587,0.0055,0.1652,0.1006,0.0425,0.0173,0.0095,0.0026,66,0.0282,48,0.37,-0.2,-0.03,1,2022-07-10,"Genesis Scottish Open"
"Thomas Detry",23248880,7100,80,55.59,3.8,87,28.5,55.6,1.4,57,-0.1,6.5144906935546,-0.23,29,0.011,-0.016,-0.005,0.054,0.074,0.033,0.019,0.021,0.073,-0.043,0.4464,0.0037,0.1507,0.0895,0.0357,0.0148,0.0076,0.0019,10,0.0435,71.5,0.27,-0.3,-0.04,4,2022-07-10,"Genesis Scottish Open"
"Joel Dahmen",23248879,7100,80,56.38,0.95,88,29,56.4,1.5,57.9,-0.06,1.35226268693793,0.416,34,-0.006,-0.037,0.015,-0.026,-0.04,-0.019,-0.026,-0.024,-0.068,0.028,0.4607,0.0053,0.1643,0.0983,0.0403,0.0168,0.0085,0.0021,100,0.0227,18,0.3,-0.27,-0.04,1,2022-07-10,"Genesis Scottish Open"
"Harris English",23248881,7100,80,49.36,2.4,82,27,55.5,1.3,56.8,-0.11,3.58332551389616,0.47,32,-0.001,0.029,-0.176,-0.212,-0.04,-0.003,0,-0.014,-0.017,-0.108,0.4334,0.0055,0.1447,0.086,0.0351,0.0141,0.0076,0.0017,42,0.0274,59.5,0.24,-0.33,-0.05,2,2022-07-10,"Genesis Scottish Open"
"Si Woo Kim",23248882,7100,80,64.66,2.7,94.5,30.5,63.8,2.4,66.1,0.58,2.69669544110209,0.688,27,0.019,-0.025,-0.003,0.116,-0.045,-0.001,-0.017,-0.028,-0.046,0.551,0.5682,0.0062,0.2638,0.1771,0.0824,0.0377,0.0204,0.0055,100,0.0171,17,0.77,0.2,0.03,3,2022-07-10,"Genesis Scottish Open"
"Tom Hoge",23248877,7100,80,58.38,0.86,90,29.5,58.9,1.8,60.6,0.11,1.40431425312091,0.516,33,-0.001,-0.06,0.019,0.009,-0.04,-0.007,-0.01,-0.026,-0.043,0.17,0.4926,0.005,0.1903,0.1169,0.0516,0.0231,0.0127,0.0035,100,0.0115,22,0.49,-0.08,-0.01,1,2022-07-10,"Genesis Scottish Open"
"Johannes Veerman",23248888,7000,80,57.67,1.2,89.5,29,54.6,1.3,55.9,-0.12,4.34240800812664,-0.307,30,0.008,-0.002,0,0.028,0.011,0.007,0.004,0.028,0.04,-0.087,0.4314,0.0053,0.1451,0.0857,0.0358,0.0152,0.0076,0.0018,100,0.0159,20.5,0.26,-0.22,-0.03,1,2022-07-10,"Genesis Scottish Open"
"Francesco Molinari",23248884,7000,80,55,1.3,87,28.65,58.4,1.8,60.2,0.13,2.19051416088862,0.19,39,-0.023,-0.045,0.06,-0.101,-0.042,-0.016,-0.006,-0.012,-0.033,0.122,0.4769,0.0048,0.1863,0.1159,0.0508,0.022,0.0119,0.0036,100,0.0079,8.5,0.51,0.03,0,1,2022-07-10,"Genesis Scottish Open"
"Edoardo Molinari",23248883,7000,80,58.76,2,90.5,29,58.2,1.7,59.9,0.11,2.13737945516516,-0.05,41,-0.028,-0.036,0.005,0.004,0.074,-0.022,-0.011,-0.009,-0.042,0.136,0.4836,0.0042,0.1832,0.1114,0.0486,0.0203,0.0105,0.0027,100,0.0358,25,0.39,-0.09,-0.01,2,2022-07-10,"Genesis Scottish Open"
"Patrick Rodgers",23248886,7000,80,59.77,2.6,91,30,57.1,1.6,58.6,0,2.48743502377956,0.518,30,0.009,-0.073,-0.026,-0.117,-0.04,0.035,0.018,-0.007,0.045,0.086,0.4716,0.004,0.1702,0.1014,0.0426,0.0173,0.0088,0.002,100,0.0217,22,0.29,-0.19,-0.03,3,2022-07-10,"Genesis Scottish Open"
"Henrik Stenson",23248887,7000,80,48.17,0.52,80.5,26.5,57.7,1.7,59.4,0.06,1.77087272851545,0.075,46,-0.045,0.009,0.015,-0.059,0.011,-0.046,-0.029,-0.022,-0.097,0.162,0.4924,0.0039,0.1888,0.1174,0.0505,0.0217,0.0109,0.0029,100,0.0055,16.5,0.41,-0.07,-0.01,1,2022-07-10,"Genesis Scottish Open"
"Victor Perez",23248892,6900,80,57.57,12.4,89,29,57.2,1.5,58.7,0.06,8.94679746895461,-0.102,29,0.009,-0.021,0.012,0.061,0.056,0.017,0.012,-0.006,0.023,0.082,0.4694,0.0059,0.1741,0.1073,0.0465,0.0188,0.0096,0.0026,100,0.0688,19,0.38,-0.04,-0.01,12,2022-07-10,"Genesis Scottish Open"
"Rasmus Hojgaard",23248893,6900,80,57.47,4.2,89.5,29.5,56.3,1.5,57.8,-0.01,3.51990156148297,-0.248,21,0.037,0.059,0.031,0.166,-0.022,0.048,0.023,0.009,0.08,0.002,0.4518,0.0054,0.1598,0.0948,0.0403,0.016,0.0086,0.0019,10,0.018,78,0.28,-0.14,-0.02,4,2022-07-10,"Genesis Scottish Open"
"Ian Poulter",23258594,6900,80,57.43,1.2,89.5,29,57.2,1.6,58.9,0.07,3.6846281836635,0.212,46,-0.045,-0.035,-0.021,-0.161,0.099,-0.028,-0.011,0.008,-0.031,0.108,0.4776,0.0034,0.176,0.1059,0.0448,0.0186,0.0097,0.0027,100,0.028,11,0.39,-0.03,0,1,2022-07-10,"Genesis Scottish Open"
"Dean Burmester",23248889,6900,80,58.76,1.4,90.5,29,60.9,2,62.9,0.42,2.61619760085478,-0.052,33,-0.001,0,-0.009,0.271,0.008,0.07,0.025,0.015,0.11,0.345,0.5158,0.0084,0.2149,0.1385,0.0621,0.028,0.0152,0.0041,10,0.0134,72.5,0.59,0.17,0.03,1,2022-07-10,"Genesis Scottish Open"
"Rickie Fowler",23248890,6900,80,51.94,3.9,84.5,27.5,58.5,1.7,60.2,0.19,4.75708941957041,0.102,33,-0.003,0.033,-0.023,-0.014,-0.046,0.017,0.001,-0.008,0.01,0.123,0.4827,0.0042,0.185,0.1141,0.0507,0.0228,0.0125,0.0031,47,0.0358,57.5,0.45,0.03,0,4,2022-07-10,"Genesis Scottish Open"
"Russell Knox",23248891,6900,80,56.07,1.1,88,29,58.7,1.8,60.5,0.21,1.9003443491542,0.083,37,-0.014,-0.042,0.049,0.091,-0.047,-0.018,-0.027,-0.017,-0.063,0.231,0.4994,0.0063,0.1965,0.1221,0.0534,0.0217,0.0114,0.003,42,0.0115,49,0.43,0.01,0,1,2022-07-10,"Genesis Scottish Open"
"Troy Merritt",23248894,6900,80,56.55,0.26,88.5,29,54.8,1.3,56.1,-0.08,0.969004720155725,0.435,36,-0.013,-0.062,0.025,-0.128,-0.04,-0.026,-0.01,0,-0.036,-0.099,0.4326,0.0044,0.1426,0.0843,0.0337,0.013,0.0066,0.0017,30,0.0048,65,0.25,-0.17,-0.03,0,2022-07-10,"Genesis Scottish Open"
