player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jay'Veon Sunday,131918,HB,WASHINGTON,1,3,0,0,0.0,0,0,3,0,0,0,9,0.0,0,0,340,0,1,60.2,68.2,,,59.8,60.3,,2,0,0,0,1,3,0,0,0,3,0,3,9,3.0,1.0,0.0,2
Isaiah Newell,131746,HB,OREGON ST,1,3,0,0,0.0,0,0,15,0,0,0,8,0.0,0,1,265,0,1,68.5,68.4,,,60.0,66.9,,7,0,0,0,1,3,0,0,0,3,0,15,8,2.67,5.0,0.0,2
Trey Benson,131705,HB,OREGON,1,3,0,0,0.0,0,0,11,0,0,0,4,0.0,0,1,264,0,2,66.3,69.5,,,57.2,66.3,,5,0,0,0,3,3,0,0,0,3,1,11,4,1.33,3.7,0.0,1
Mattijs Lasore,142418,HB,WM & MARY,1,3,0,0,0.0,0,0,9,0,0,0,5,0.0,0,1,348,0,2,59.3,68.2,,,60.0,59.5,,6,0,0,0,1,3,0,0,0,3,0,9,5,1.67,3.0,0.0,1
Tyler Hoosman,57355,HB,N IOWA,1,3,0,0,0.0,0,0,8,0,0,0,3,0.0,0,1,255,0,1,61.8,74.8,,51.9,53.0,64.2,68.3,4,0,3,1,14,7,0,0,3,4,0,8,3,1.0,2.7,0.21,2
Carlos Davis,139131,QB,W CAROLINA,1,2,3,0,0.0,0,0,13,0,0,2,16,800.0,1,1,344,1,1,41.9,72.4,40.8,,,56.5,60.0,14,0,0,0,0,11,14,1,0,2,0,27,36,12.0,9.0,,1
Daymond Hamler,150494,HB,MORGAN ST,1,3,0,0,0.0,0,0,1,0,1,0,4,22.2,0,0,235,0,0,58.7,74.1,,67.7,67.8,57.9,39.2,2,0,27,3,13,5,0,0,3,6,0,1,4,1.33,0.3,2.08,3
Deonce Elliott,131611,HB,ARIZONA ST,1,3,1,0,0.0,0,0,6,0,0,1,7,77.8,0,0,110,0,1,58.6,67.8,,,,58.9,,6,0,0,0,0,3,0,0,0,3,0,6,7,2.33,2.0,,2
John Seter,60388,QB,STETSON,1,3,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,302,0,0,88.3,74.9,88.4,,,,60.0,-1,0,0,0,0,24,0,0,0,3,0,-3,0,0.0,-1.0,,0
Khalil Forehand,83677,HB,IDAHO,3,3,1,0,0.0,0,0,21,0,0,1,8,53.3,0,1,185,0,3,72.3,72.6,,,72.6,72.6,54.5,8,0,17,2,9,9,0,0,2,5,1,21,8,2.67,7.0,1.89,0
Willie Patterson,61476,WR,MONTANA ST,6,3,0,0,0.0,0,0,10,1,0,0,3,0.0,0,0,233,1,1,61.9,0.0,,,63.0,58.4,72.7,7,3,163,11,102,115,0,0,18,14,0,10,3,1.0,3.3,1.6,0
Eli Turner Jr.,139237,WR,DAVIDSON,1,3,0,0,0.0,0,0,6,1,0,0,3,0.0,0,0,149,0,2,51.6,74.6,,70.0,39.5,60.1,58.2,5,0,0,0,6,23,0,0,1,3,0,6,3,1.0,2.0,0.0,1
DJ Smith,130479,HB,E MICHIGAN,3,3,0,0,0.0,0,0,26,0,0,0,11,0.0,1,1,160,0,0,59.9,72.3,,30.7,71.5,60.5,60.0,13,0,11,1,7,4,0,0,1,4,0,26,11,3.67,8.7,1.57,2
Casey Case,130402,QB,BUFFALO,1,3,0,0,0.0,0,0,-6,0,0,0,0,0.0,0,0,126,0,0,63.6,71.4,,,,60.8,60.0,-2,0,0,0,0,15,0,0,0,3,0,-6,0,0.0,-2.0,,0
Tyce Fusilier,150885,HB,GRAMBLING,1,3,0,0,0.0,0,0,6,0,0,0,4,0.0,0,0,177,0,3,53.8,67.1,,,,55.3,,4,0,0,0,0,3,0,0,0,3,0,6,4,1.33,2.0,,0
Khalid Morris,111909,QB,VIRUNI,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,1165,0,0,65.2,76.0,68.2,,,51.8,60.0,6,0,0,0,0,21,13,3,0,0,0,13,1,0.33,4.3,,0
Alex Escobar,75902,HB,NEW MEX ST,7,3,1,0,0.0,0,0,8,0,2,1,7,116.7,0,0,242,0,0,63.4,75.8,,63.4,71.4,59.8,59.5,7,0,39,3,18,5,0,0,3,6,0,8,7,2.33,2.7,2.17,3
Cade Sexauer,111800,QB,STTHOM,1,3,1,0,0.0,0,0,14,0,0,1,10,111.1,0,1,1129,0,1,61.7,69.8,58.6,,,62.2,60.0,9,0,0,0,0,5,0,0,0,3,0,14,10,3.33,4.7,,2
Andrew Valladares,152465,HB,W OREGON,1,3,1,0,0.0,0,0,8,0,0,1,7,46.7,0,1,411,0,1,68.0,72.4,,33.7,74.8,68.2,,7,0,20,2,7,3,0,0,2,5,0,8,7,2.33,2.7,2.86,2
Jervon Newton,111356,HB,WESTFL,1,3,0,0,0.0,0,0,10,0,0,0,2,0.0,0,0,1269,0,0,59.8,71.7,,78.6,56.9,60.0,60.0,8,0,0,0,4,4,0,0,0,3,0,10,2,0.67,3.3,0.0,1
Nate Hope II,110014,HB,COAST CAR,2,3,0,0,0.0,0,0,15,0,0,0,5,0.0,0,1,141,0,2,57.5,71.9,,,59.2,60.7,55.1,6,0,0,0,1,12,0,0,0,3,0,15,5,1.67,5.0,0.0,1
Elijah Walker,60434,QB,GRAMBLING,2,2,0,0,0.0,0,0,2,0,0,0,5,0.0,0,0,177,0,1,63.6,74.2,67.2,,,55.1,60.0,2,0,0,0,0,19,2,1,0,2,0,4,12,4.0,1.3,,1
Brody Reder,73916,QB,BUTLER,1,3,1,0,0.0,0,0,14,0,0,1,7,77.8,0,1,127,0,1,64.6,70.7,52.5,,,68.6,60.0,9,0,0,0,0,9,0,0,0,3,0,14,7,2.33,4.7,,2
D'Ontae Eatmon,152665,HB,POINTVILLE,1,3,0,0,0.0,0,0,3,0,0,0,4,0.0,0,0,393,0,3,55.6,69.0,,71.9,58.2,55.9,59.8,2,0,0,0,3,6,0,0,0,3,0,3,4,1.33,1.0,0.0,0
Landon Lenoir,42053,WR,S ILLINOIS,3,3,0,0,0.0,0,1,21,4,2,0,9,30.0,1,2,295,0,0,71.8,81.0,,,69.4,65.8,74.9,11,1,228,17,106,73,0,0,30,20,0,21,9,3.0,7.0,2.15,0
Lucky Avinger,129942,HB,S DIEGO ST,2,3,0,0,0.0,0,0,3,0,0,0,2,0.0,0,1,284,0,0,56.7,69.5,,70.0,,57.2,60.0,5,0,0,0,0,6,0,0,0,3,0,3,2,0.67,1.0,,3
Myron Mason,57310,HB,MO STATE,1,3,0,0,0.0,0,1,7,0,0,0,2,0.0,0,1,230,0,2,56.5,0.0,,26.3,54.8,67.2,59.6,4,1,0,0,14,6,0,0,1,3,0,7,2,0.67,2.3,0.0,1
John Gay,109122,HB,MAINE,1,3,0,0,0.0,0,0,7,0,0,0,10,0.0,0,0,212,0,1,50.9,66.8,,,60.0,52.8,,4,0,0,0,1,3,0,0,0,3,0,7,10,3.33,2.3,0.0,2
Evan Simon,129906,QB,RUTGERS,2,3,0,0,0.0,0,0,13,0,0,0,3,0.0,1,0,278,1,1,55.9,71.0,63.2,,,53.5,60.0,11,0,0,0,0,7,0,0,0,3,0,13,3,1.0,4.3,,0
Ricky Conway,109107,HB,LIUSHAR,3,3,1,0,0.0,0,0,3,0,0,1,4,44.4,0,0,1298,0,1,60.4,72.3,,73.9,57.4,58.0,64.9,1,0,0,0,3,9,0,0,0,3,0,3,4,1.33,1.0,0.0,2
Brandon Bass,77659,QB,BAYLOR,1,3,0,0,0.0,0,0,-2,0,0,0,1,0.0,0,1,118,0,0,70.8,68.1,,,,65.5,60.0,1,0,0,0,0,5,0,0,0,3,0,-2,1,0.33,-0.7,,0
Jayden Umbarger,121874,WR,NAVY,4,3,1,2,93.5,43,0,46,0,0,1,-10,-83.3,2,2,237,0,0,64.4,80.6,,,56.3,71.0,60.2,28,0,7,1,12,59,0,0,4,4,0,46,-10,-3.33,15.3,0.58,0
Aidan O'Connell,60516,QB,PURDUE,4,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,1,273,2,0,76.6,80.2,74.8,,,65.1,60.0,8,0,0,0,0,45,8,1,0,2,0,6,1,0.33,2.0,,0
Damon Macklin,109084,HB,DUQUESNE,1,3,0,0,0.0,0,0,7,0,0,0,6,0.0,0,0,155,0,0,55.2,66.9,,,,56.4,,4,0,0,0,0,3,0,0,0,3,0,7,6,2.0,2.3,,3
Tyler Warren,129798,TE,PENN STATE,6,3,0,0,0.0,0,0,5,0,0,0,2,0.0,0,2,266,0,3,64.3,80.7,60.0,73.7,54.2,67.6,69.3,3,0,22,1,30,61,0,0,3,4,2,5,2,0.67,1.7,0.73,0
Danny Gray,121926,WR,SMU,6,3,0,1,67.5,27,0,40,7,4,0,8,32.3,1,2,287,0,0,73.4,87.8,,,72.7,72.4,54.2,27,0,469,30,173,127,0,0,45,33,0,40,8,2.67,13.3,2.71,0
Nate Jefferson,97275,WR,FIU,4,3,3,0,0.0,0,0,19,1,0,3,22,314.3,1,1,166,0,0,57.4,81.4,,,55.5,71.3,50.9,13,0,27,4,72,47,0,0,7,7,0,19,22,7.33,6.3,0.38,0
Jalen Madison,142089,HB,SACR HEART,1,3,1,0,0.0,0,0,4,0,0,1,6,66.7,0,0,280,0,0,55.2,69.1,,,,56.4,60.0,3,0,0,0,0,4,0,0,0,3,0,4,6,2.0,1.3,,3
Tylik Bethea,108957,QB,DELWARE ST,1,2,0,0,0.0,0,0,3,0,0,0,3,0.0,0,3,152,1,1,58.0,76.9,49.1,,,75.0,60.0,6,0,0,0,0,39,6,1,0,2,1,9,3,1.0,3.0,,0
LaDerrien Wilson,40493,HB,BETH COOK,1,3,1,0,0.0,0,0,11,0,0,1,11,122.2,0,0,119,0,0,65.1,69.5,,71.7,57.5,64.5,,8,0,0,0,3,3,0,0,0,3,0,11,11,3.67,3.7,0.0,3
Peter Stehr,77707,HB,BOSTON COL,1,3,0,0,0.0,0,0,14,0,0,0,6,0.0,0,2,121,0,0,64.5,72.0,,,55.9,65.6,60.0,7,0,0,0,6,4,0,0,0,3,1,14,6,2.0,4.7,0.0,3
Kirkland Banks,61367,WR,LAMAR,4,3,0,0,0.0,0,0,11,0,1,0,4,22.2,0,2,204,0,1,58.2,0.0,,,58.9,57.7,65.2,5,1,26,3,48,56,0,0,5,6,0,11,4,1.33,3.7,0.54,0
Nick Patti,77614,QB,PITTSBURGH,4,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,268,0,0,91.6,75.4,91.4,,,65.5,60.0,9,0,0,0,0,33,9,1,0,1,1,9,0,0.0,4.5,,0
Conner Martin,91726,QB,N COLORADO,3,0,0,0,0.0,0,0,0,0,1,0,,100.0,1,2,253,1,0,55.7,77.6,54.1,,,61.6,60.0,13,0,5,1,0,35,21,2,1,1,0,21,3,1.5,10.5,,0
Dominic Franklin,87613,HB,TEXAS STHN,1,2,0,0,0.0,0,0,5,0,0,0,4,0.0,0,0,313,0,0,58.7,66.1,,68.5,,58.8,,4,0,0,0,0,2,0,0,0,2,0,5,4,2.0,2.5,,2
Josh Kelly,97061,WR,FRESNO ST,6,2,0,1,140.0,28,0,20,0,3,0,2,9.7,1,1,169,1,0,77.4,42.8,,,77.5,62.0,67.0,28,1,457,29,186,76,0,0,38,31,0,20,2,1.0,10.0,2.46,0
Jonathan Abrams,87565,HB,HOLY CROSS,1,2,0,0,0.0,0,0,-6,0,0,0,-2,0.0,0,0,181,1,0,36.8,68.2,,,57.7,40.7,,-1,0,0,0,4,2,0,0,0,2,0,-6,-2,-1.0,-3.0,0.0,2
Chandler Whitfield,97111,WR,SOUTHERN U,1,2,0,0,0.0,0,0,7,0,0,0,4,0.0,0,0,297,0,1,50.3,70.2,,,56.4,55.3,60.3,4,0,0,0,3,5,0,0,1,2,0,7,4,2.0,3.5,0.0,0
Hamish McClure,87535,QB,NEVADA,1,2,0,0,0.0,0,0,-5,0,0,0,0,0.0,0,0,239,0,0,60.9,65.5,,,,60.1,,-2,0,0,0,0,2,0,0,0,2,0,-5,0,0.0,-2.5,,0
Marcellus Johnson,87529,WR,LAMAR,4,2,0,1,90.5,67,0,74,1,1,0,1,7.1,1,2,204,0,0,54.7,14.5,,,52.2,67.7,67.4,67,1,15,5,62,81,0,0,11,7,1,74,1,0.5,37.0,0.24,1
Tyleek Collins,84467,WR,UNLV,3,2,3,0,0.0,0,0,7,0,2,3,4,142.9,0,1,325,0,0,61.6,78.5,,63.9,60.7,63.0,58.6,8,0,103,5,50,40,0,0,10,7,0,7,4,2.0,3.5,2.06,0
Cornelius McCoy,84196,WR,GA STATE,4,2,2,1,100.0,29,0,29,1,2,2,20,500.0,1,1,175,0,0,63.1,81.4,,,60.6,70.5,58.5,29,0,56,6,62,62,0,0,18,8,0,29,20,10.0,14.5,0.9,2
Keith Davis,84110,WR,DIXIE,3,2,1,0,0.0,0,0,10,0,0,1,7,43.8,0,0,1285,0,1,60.8,82.5,,,60.9,57.6,61.6,6,0,82,6,86,35,0,0,14,8,0,10,7,3.5,5.0,0.95,0
Daelen Menard,97411,QB,BOSTON COL,1,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,121,0,0,60.9,65.5,,,,60.1,,-1,0,0,0,0,2,0,0,0,2,0,-2,0,0.0,-1.0,,0
Christian Perez,97618,QB,SE MO ST,1,2,1,0,0.0,0,0,7,0,0,1,5,125.0,0,0,293,1,0,77.4,72.4,69.2,,,,60.0,6,0,0,0,0,13,0,0,0,2,0,7,5,2.5,3.5,,2
Robert Rivers,83713,HB,ALABAMA ST,1,2,0,0,0.0,0,0,1,0,0,0,3,0.0,0,0,105,0,0,58.0,67.1,,,,58.6,60.0,2,0,0,0,0,3,0,0,0,2,0,1,3,1.5,0.5,,2
Weston Eget,97802,QB,NEW MEX ST,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,1,1,242,0,0,35.5,72.5,32.2,,,60.7,60.0,19,0,0,0,0,7,26,2,0,0,0,26,6,3.0,13.0,,0
Hayden Wolff,98362,QB,DOMINION,3,2,0,0,0.0,0,0,-6,0,0,0,0,0.0,0,0,263,0,0,50.3,75.2,48.9,,,60.1,60.0,-2,0,0,0,0,20,0,0,0,2,0,-6,0,0.0,-3.0,,0
JT Daniels,83578,QB,GEORGIA,3,1,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,173,0,0,81.3,80.1,81.0,,,57.0,60.0,0,1,0,0,0,65,0,1,0,1,0,-2,1,0.5,-1.0,,0
James Phillips,98731,HB,HAWAII,4,2,0,0,,0,0,0,1,1,0,3,25.0,0,0,180,0,2,53.7,77.5,,73.4,52.6,57.5,60.0,6,0,32,4,41,6,0,0,8,6,0,0,3,1.5,0.0,0.78,0
Peyton Matocha,98798,QB,MIAMI FL,1,2,0,1,66.7,16,0,24,0,0,0,4,0.0,1,1,220,0,0,73.3,69.5,59.4,,,69.1,60.0,16,0,0,0,0,7,0,0,0,2,0,24,4,2.0,12.0,,2
James Foster,83563,QB,CHARLOTTE,1,2,0,0,0.0,0,0,2,0,0,0,4,0.0,0,0,136,0,2,76.1,73.1,79.4,,,57.5,60.0,4,0,0,0,0,16,0,0,0,2,0,2,4,2.0,1.0,,0
Kinkead Dent,99132,QB,OLE MISS,2,2,3,1,92.9,26,0,28,0,0,3,27,2025.0,1,1,226,0,1,66.3,73.3,49.5,,,70.9,60.0,26,0,0,0,0,22,0,0,0,2,0,28,27,13.5,14.0,,1
Jack West,83558,QB,STANFORD,2,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,300,0,0,39.0,73.3,41.2,,,52.7,60.0,4,0,0,0,0,8,4,2,0,0,0,4,0,0.0,2.0,,0
Isaiah Spencer,83536,TE,DOMINION,6,2,0,0,0.0,0,0,17,1,0,0,5,0.0,1,1,263,0,2,61.8,10.4,,37.0,65.5,61.6,52.6,10,1,97,10,51,50,0,0,13,12,0,17,5,2.5,8.5,1.9,0
Matt Masker,83523,QB,NEBRASKA,2,2,0,0,0.0,0,0,10,0,0,0,2,0.0,1,1,238,0,0,66.3,71.0,63.9,,,62.0,60.0,13,0,0,0,0,10,0,0,0,2,0,10,2,1.0,5.0,,1
Jacoby Clarke,99494,HB,BAYLOR,1,2,0,0,0.0,0,0,9,0,0,0,7,0.0,0,0,118,0,0,63.0,69.2,,,,62.1,60.0,5,0,0,0,0,5,0,0,0,2,0,9,7,3.5,4.5,,2
Knox Kadum,99578,QB,VA TECH,2,1,0,0,0.0,0,0,6,0,0,0,0,0.0,0,0,337,0,1,49.4,72.2,29.7,,,71.9,60.0,7,0,0,0,0,13,7,1,0,1,0,13,2,1.0,6.5,,0
Michel Dukes,99591,HB,CLEMSON,1,2,0,0,0.0,0,0,7,0,0,0,5,0.0,0,0,140,1,0,47.0,72.6,,72.2,26.6,62.2,58.2,5,0,3,1,7,5,0,0,1,3,0,7,5,2.5,3.5,0.43,2
Peyton Mansell,82135,QB,ABILENE CH,1,2,1,1,60.6,20,0,33,0,0,1,16,400.0,2,2,100,0,2,30.3,71.4,26.8,,,70.7,60.0,20,0,0,0,0,6,0,0,0,2,0,33,16,8.0,16.5,,0
John-Paul Pierce,82125,QB,GRAMBLING,1,2,0,0,,0,0,0,0,0,0,4,0.0,0,0,177,0,1,49.8,68.6,,,,53.9,60.0,1,0,0,0,0,6,0,0,0,2,0,0,4,2.0,0.0,,1
Aaron Angelos,100576,QB,LAFAYETTE,1,2,0,0,0.0,0,0,2,0,0,0,3,0.0,0,0,203,0,0,83.4,1.1,87.8,,,58.2,60.0,3,1,0,0,0,13,0,0,0,2,0,2,3,1.5,1.0,,0
Kanoa Shannon,100603,HB,OREGON ST,2,2,0,0,0.0,0,0,4,0,0,0,2,0.0,0,0,265,0,0,58.6,68.4,,,,58.8,60.0,3,0,0,0,0,4,0,0,0,2,0,4,2,1.0,2.0,,2
Ricky Pearsall,100660,WR,ARIZONA ST,6,2,0,1,65.0,26,0,40,1,2,0,16,76.2,2,2,110,0,0,70.1,37.5,77.3,61.9,65.4,74.7,80.2,26,3,256,19,135,101,0,0,24,21,1,40,16,8.0,20.0,1.9,0
Dee Baker,100838,HB,SO MISS,2,2,0,0,0.0,0,0,-1,0,0,0,3,0.0,0,0,296,0,2,55.3,68.8,,,,56.9,60.0,0,0,0,0,0,4,0,0,0,2,0,-1,3,1.5,-0.5,,0
Rajae Johnson,100886,WR,UAB,6,2,0,0,0.0,0,0,-1,3,3,0,6,90.0,0,0,321,0,1,61.6,86.2,,,61.1,59.7,61.0,0,0,175,8,99,145,0,0,16,10,0,-1,6,3.0,-0.5,1.77,0
Gabriel Rogers,100921,HB,MEMPHIS,4,2,1,0,0.0,0,0,4,1,1,1,1,11.1,0,1,218,0,1,55.2,81.0,,,58.0,59.9,37.7,4,0,76,7,101,82,0,0,13,9,0,4,1,0.5,2.0,0.75,1
Steve Jenkins,101350,WR,UNLV,5,2,0,0,0.0,0,1,10,0,0,0,8,0.0,0,0,325,0,0,62.3,83.5,,65.0,63.0,60.8,51.8,9,1,222,14,139,107,0,0,23,16,0,10,8,4.0,5.0,1.6,0
Jake Christman,78834,HB,ELON,1,2,0,0,0.0,0,0,19,0,0,0,14,0.0,1,1,162,0,1,71.6,66.4,,,,68.5,,11,0,0,0,0,2,0,0,0,2,0,19,14,7.0,9.5,,1
Cooper Jewett,101654,HB,NEBRASKA,2,2,1,0,0.0,0,0,5,0,0,1,4,100.0,0,0,238,0,0,55.8,66.8,,,,57.2,60.0,3,0,0,0,0,3,0,0,0,2,0,5,4,2.0,2.5,,2
Kenyata Huston,78645,HB,CENT CT ST,2,2,0,0,0.0,0,0,2,0,0,0,4,0.0,0,0,133,0,1,63.5,73.0,,69.7,65.9,58.6,60.0,1,0,8,2,14,4,0,0,3,4,0,2,4,2.0,1.0,0.57,1
Darien Chase,101731,WR,PORTLAND,4,2,1,0,0.0,0,0,-6,1,2,1,2,12.5,0,0,269,0,0,72.1,84.5,,61.9,72.2,59.4,59.4,0,1,292,22,172,80,0,0,34,24,0,-6,2,1.0,-3.0,1.7,0
Drew Willoughby,154549,QB,ST ANSELM,1,2,0,0,0.0,0,0,-2,0,0,0,5,0.0,0,0,399,1,1,33.5,77.3,33.6,,,,60.0,-1,0,0,0,0,14,0,0,0,2,0,-2,5,2.5,-1.0,,0
Tyler Riddell,102355,QB,E TENN ST,1,1,0,0,0.0,0,0,3,0,0,0,0,0.0,0,0,157,0,0,49.6,76.5,48.4,,,57.4,60.0,3,1,0,0,0,36,1,1,0,1,0,4,0,0.0,2.0,,0
Dante Norris,102381,HB,ALABAMA ST,2,2,0,0,0.0,0,0,-3,0,0,0,3,0.0,0,0,105,0,0,56.2,67.7,,,,57.8,60.0,4,0,0,0,0,4,0,0,0,2,0,-3,3,1.5,-1.5,,2
Marshun Douglas,102401,HB,CENT ARK,1,2,0,1,72.7,16,0,22,0,0,0,8,0.0,1,1,132,0,1,76.0,70.9,,80.1,64.4,72.4,,16,0,5,1,3,2,0,0,1,3,0,22,8,4.0,11.0,1.67,1
D.J. Hancock,102411,HB,GARD-WEBB,2,2,1,0,0.0,0,0,4,0,0,1,4,100.0,0,0,171,0,0,63.1,70.8,,69.2,57.8,63.0,60.0,5,0,0,0,3,4,0,0,0,2,0,4,4,2.0,2.0,0.0,2
Marquese Albert,102421,HB,NICHOLLS,1,2,0,0,0.0,0,0,7,0,0,0,4,0.0,0,0,243,0,1,62.7,70.1,,,61.0,62.6,,5,0,8,1,5,2,0,0,1,3,0,7,4,2.0,3.5,1.6,1
Max Smyth,78534,QB,MONMOUTH,2,2,0,0,0.0,0,0,-19,0,0,0,0,0.0,0,0,231,1,0,49.6,72.2,72.5,,,44.6,60.0,-4,0,0,0,0,14,0,0,0,2,0,-19,0,0.0,-9.5,,1
Myles Bradley,102569,WR,COLGATE,2,2,0,0,0.0,0,0,10,0,2,0,5,62.5,1,1,142,0,1,63.5,79.4,,,62.9,63.4,55.6,11,0,74,6,57,37,0,0,7,8,0,10,5,2.5,5.0,1.3,0
Masen Wake,102915,TE,BYU,4,2,0,0,0.0,0,0,8,0,2,0,4,44.4,0,1,128,0,0,63.0,81.1,,53.5,68.2,61.4,55.4,7,0,41,7,32,78,0,0,8,9,0,8,4,2.0,4.0,1.28,0
Kaylon Geiger,102929,WR,TEXAS TECH,6,2,0,0,,0,0,0,1,2,0,3,11.1,0,0,315,0,1,68.9,43.7,37.0,,71.1,58.4,63.6,1,0,384,25,155,125,0,0,34,27,0,0,3,1.5,0.0,2.48,0
Jermaine Johnson Jr.,102949,WR,UMASS,5,2,0,0,0.0,0,0,11,2,2,0,2,25.0,1,1,216,0,1,53.7,79.6,,,52.9,63.4,55.0,11,0,66,6,59,33,0,0,12,8,0,11,2,1.0,5.5,1.12,0
Gunnor Faulk,78470,QB,UC DAVIS,2,2,0,0,0.0,0,0,4,0,0,0,1,0.0,0,1,322,0,1,69.7,65.5,,,,65.1,,3,0,0,0,0,2,0,0,0,2,0,4,1,0.5,2.0,,0
Tyler Walton,78201,WR,OHIO,6,2,1,1,90.5,19,0,21,0,1,1,5,22.7,1,1,259,0,0,75.0,27.4,,,75.0,69.9,60.8,19,1,197,20,98,100,0,0,26,22,0,21,5,2.5,10.5,2.01,0
Derius Davis,78196,WR,TCU,5,2,0,0,0.0,0,0,-6,1,2,0,1,6.3,0,0,305,0,0,68.5,80.6,,,71.2,36.9,77.1,0,0,182,14,67,83,0,0,20,16,0,-6,1,0.5,-3.0,2.72,1
Johnathan Bennett,104158,QB,LIBERTY,6,1,0,0,0.0,0,0,2,0,0,0,2,0.0,0,2,206,0,0,89.4,74.8,90.7,,,60.1,60.0,4,0,0,0,0,29,4,1,0,1,1,6,2,1.0,3.0,,1
Ross Malmgren,104757,QB,CHARLES SO,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,135,1,0,30.3,0.0,41.7,,,52.9,,4,1,0,0,0,0,5,2,0,0,0,5,3,1.5,2.5,,0
Phillip Brooks,78138,WR,KANSAS ST,5,2,0,0,0.0,0,0,3,1,1,0,4,10.5,0,0,199,0,1,68.2,82.0,,,68.0,58.1,64.9,3,0,225,17,103,76,0,0,24,19,0,3,4,2.0,1.5,2.18,0
Stephon Robinson Jr.,78136,WR,NWESTERN,5,2,0,0,0.0,0,0,5,0,7,0,2,28.0,0,1,256,0,0,75.9,45.6,,,74.3,66.2,79.1,4,1,309,23,156,123,0,0,34,25,0,5,2,1.0,2.5,1.98,0
Sam James,78123,WR,W VIRGINIA,6,2,1,0,0.0,0,0,9,1,4,1,5,52.1,0,0,343,1,1,64.2,83.6,,,63.5,63.2,60.9,9,0,302,22,138,55,0,0,31,24,0,9,5,2.5,4.5,2.19,0
Wayne Anderson Jr.,104809,WR,FURMAN,3,2,0,0,0.0,0,0,1,0,0,0,1,0.0,0,0,170,0,2,50.5,0.0,,74.0,53.8,56.4,57.6,2,1,14,1,22,9,0,0,2,3,0,1,1,0.5,0.5,0.64,0
Carlos Williams,104822,HB,MCNEESE,2,2,0,0,,0,0,0,0,0,0,1,0.0,0,0,217,0,0,62.3,73.7,,76.1,68.5,58.4,58.5,0,0,44,1,12,5,0,0,2,3,0,0,1,0.5,0.0,3.67,2
Jacob Huhn,104834,HB,RICHMOND,1,2,0,0,0.0,0,0,5,0,0,0,1,0.0,0,0,276,0,0,52.9,65.7,,,,55.4,,7,0,0,0,0,2,0,0,0,2,0,5,1,0.5,2.5,,2
John Jones,104853,HB,TENN TECH,1,2,0,0,0.0,0,0,2,0,0,0,3,0.0,0,0,309,0,0,52.1,66.2,,,,54.1,,2,0,0,0,0,2,0,0,0,2,0,2,3,1.5,1.0,,2
Logan Braucht,105350,FB,CITADEL,1,2,0,0,0.0,0,0,8,0,0,0,6,0.0,0,0,139,0,0,51.9,70.7,,72.7,,59.4,59.5,4,0,0,0,0,5,0,0,0,2,0,8,6,3.0,4.0,,0
Quincy Watson,105592,HB,DELAWARE,2,2,2,1,85.2,23,0,27,0,0,2,13,433.3,1,1,151,0,0,72.4,72.8,,,60.5,72.3,60.0,23,0,8,1,6,4,0,0,1,3,0,27,13,6.5,13.5,1.33,2
Xzavier Ford,154611,HB,HOU BAPT,1,2,0,0,0.0,0,0,-1,0,0,0,4,0.0,0,0,183,0,0,53.4,76.9,,53.7,50.9,56.1,59.5,1,0,0,0,29,4,0,0,0,2,0,-1,4,2.0,-0.5,0.0,2
Jack Roe,105725,WR,LAMAR,2,2,0,1,200.0,22,0,11,0,0,0,4,0.0,1,1,204,0,0,80.7,73.6,,,74.1,68.0,56.4,22,0,42,1,7,10,0,0,2,3,0,11,4,2.0,5.5,6.0,0
Landon Miller,105745,WR,MERCER,3,2,0,1,82.9,34,0,41,1,0,0,7,0.0,1,1,219,0,0,56.8,76.0,,,46.9,63.2,85.0,34,0,0,0,14,23,0,0,2,2,0,41,7,3.5,20.5,0.0,0
Cross Wilkinson,77699,QB,LEHIGH,1,2,0,0,0.0,0,0,1,0,0,0,1,0.0,0,0,205,2,1,48.3,74.9,54.9,,,42.9,60.0,4,0,0,0,0,13,0,0,0,2,0,1,1,0.5,0.5,,1
Bret Bushka,108927,QB,BUTLER,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,1,127,1,0,50.3,76.0,49.4,,,58.2,60.0,8,0,0,0,0,23,11,2,0,0,0,11,4,2.0,5.5,,0
